Text,Label
"From : Himanshu Gera - HCLI Sent : 27 June 2019 10 : 41 To : Sandeep - HCLI Subject : RE : Lunch Meeting @ HCL - Alibaba Hi Pls , note the Cost Center : = 1007932089 Rgds . . : ",Email
"From : Sandeep - HCLI Sent : Thursday , June 27 , 2019 10 : 19 AM To : Himanshu Gera - HCLI < himanshu . gera @ hcl . com > Subject : FW : Lunch Meeting @ HCL - Alibaba Hi Himanshu Can you please give cost center number . Regards Sandeep ",Email
"From : Sharat Tomar , Noida [ mailto : tomar . sharat @ hcl . com ] Sent : 19 June 2019 17 : 10 To : Sandeep - HCLI Cc : V K Bahl - HCLI ; Romil Rastogi - HCLI Subject : RE : Lunch Meeting @ HCL - Alibaba Hi Sandeep , Kanchanjunga blocked , Pl confirm number of participants once decided , also confirm the cost center . Regards , Sharat ",Email
"From : Sandeep - HCLI [ mailto : sandeep . shr @ hcl . com ] Sent : 19 June , 2019 4 : 38 PM To : Sharat Tomar - HCLI Cc : V K Bahl - HCLI ; Romil Rastogi - HCLI Subject : Lunch Meeting @ HCL - Alibaba ",Email
Tax Invoice Invoice No . Dated Delivery Note Supplier ' s Ref . Buyer ' s Order No . Despatch Document No . Despatched through Terms of Delivery Other Reference ( s ) Dated Delivery Note Date Destination Description of Services : HSN / SAC Quantity Rate per Disc . % ' Amount Tax Amount ( in words ) : Amount Chargeable ( in words ) Taxable Value Central Tax State Tax Total Tax Amount Company ' s Bank Details Bank Name : A / c No . : Branch & IFS Code : Authorised Signatory Name Designation : ,Invoice
PAN : INVOICE Invoice Number Invoice Date PO Number Customer VAT No : Description Amount ( INR ) Total Service Tax S . B . Cess E . Cess SHEC Total Payable Payment terms : Payment Instructions Amount in words : IFSC Code : The invoice is auto generated and does not require any signature ,Invoice
E - MAIL : Bill No : - PAN : - VENDOR CODE : BY HAND MEMORANDUM OF FEES CASE TITLE RECOVERY AMOUNT NUMNER OF BILL PROFESSI ONAL FEE EXPENSES CLAIME D FEE Re : FINAL DISPOSAL BILL TOWARDS CONTESTING THE CASE TOTAL,Transdetails
Annexure Dated Account Manager SAP Ref No PO Number : Project ID : Project Name : Item Description Item From To Billing Qty Rate Amount Amount ( INR ) ,Transdetails
Date of Issue : Account Manager : SAP Ref . No . : PO Number : Project ID : Item Description Item From Units Rate Amount ( INR ) Amount in INR Sub Total offshore ) Project Total Project Total in ( INR ) ,Transdetails
JEC Code VAT NO CST No PAN No Service Tax No Company Reg : CIN No . Service Tax TAX INVOICE Invoice Number Invoice Date Payment Due Date PO Number O Numbense Date Good & Service Segment Sied Service PIN Tel No DESCRIPTION Amount ( INR ) Total Amount in ( INR ) Total Amount Payable Payment Terms Payment Instructions anthorised Signatory ,Invoice
"Checklist - Overheads Bill Process Region : Vendor Sap Code / Name : . COST CENTRE . PROFIT CENTRE . Description Remarks Purchase order number . . . . . Respective BUs / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract lagreement / PO Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX . Freight i . e . Finished goods / Spares / Documents , verified as per contract / Agreement by the Store in chargel Admin . Also verified the weight measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( If applicable ) We certified that all above points have been verified and cleared the bills as per contract / agreement without any deviation . Verified by RAO Signature : Name : Emp . Code Verified By Functional Head Verified By / Signature ( Admin ) ",Checklist
TAX INVOICE Invoice No . Date of Invoice Reverse Charge : Shipped to : Billed to : GSTIN / UIN Description of Goods Qty . Unit Price IGST Rate IGST Amount Grand Total Bank Details : Authorised Signatory ,Invoice
"Checklist - Overheads Bill Process Region : Vendor Sap Code / Name Description Remarks Purchase order number . . . Respective BUs / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract lagreement / PO Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as per contract / Agreement by the Store in chargel Admin . Also verified the weight measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( If applicable ) Verified By Functional Head Signature Verified by RAO Signature : Name : Emp . Code Verified Byl Signature ( Admin ) We certified that all above points have been verified and cleared the bills as per contract / agreement deviation . ",Checklist
MIS Summary Month Travel Date User Name Travel Type Reference No Cost Center No Cab Type Total Kms Starting Time Closing Time Total Time Extra Kms Extra Hrs Extra Km Amt Extra Hrs Amt Basic Charges Night Charges Bill No . Toll Tax Amount ,Transdetails
INVOICE GSTIN . : SAC NO . : PAN NO . : Bill No . - Bill Date Rate Amount Duty Description / Particulars Vehicle Detail TOTAL DUTY SLIP ENCLOSED : TOTAL AMOUNT CGST  SGST ( @ 2 . 5 % ) NET AMOUNT Authorized Signatory ,Invoice
TAX INVOICE Invoice No . Date of Invoice Place of Supply Reverse Charge Pan Card No Billed to : Shipped to : GSTIN / UIN Description of Goods HSN / SAC Code Qty . Unit Price IGST Rate IGST Amount Grand Total Authorised Sinator Bank Details : Receiver ' s Signature : ,Invoice
TAX INVOICE Invoice No . Date of Invoice Place of Supply Reverse Charge No Billed to : Shipped to : GSTIN / UIN Description of Goods Qty . Unit Price IGST Rate IGST Amount Bank Details : Receiver ' s Signature : Authorised Signatory 12 ,Invoice
TAX INVOICE Invoice No . Date of Invoice Place of Supply : : : Reverse Charge Pan Card No GSTIN / UIN GSTIN / UIN : Description of Goods HSN / SAC Code Qty . Unit Price IGST Rate IGST Amount Amount ( Rs . ) Grand Total Bank Details : Authorised Signatory Receiver ' s Signature : ,Invoice
TAX INVOICE Invoice No . Date of Invoice Place of Supply Reverse Charge Pan Card No GSTIN / UIN Billed to : Shipped to : HSN / SAC Code Qty . Unit Price IGST Rate IGST Amount Amount ( Rs . ) Grand Total Receiver ' s Signature : Authorised Signatory Bank Details : Tax Rate Taxable Amt . IGST Amt . Total Tax Bank Details : ,Invoice
GSTIN : TAX INVOICE Reverse Charge Pan Card No Invoice No . Date of Invoice Place of Supply Billed to : Shipped to : GSTIN / UIN Description of Goods HSN / SAC Code Qty . Unit Price IGST Rate IGST Amount Amount ( Rs . ) Grand Total  Authorised Signatory Receiver ' s Signature : Bank Details : Tax Rate Taxable Amt . IGST Amt . Total Tax ,Invoice
Company GSTIN PAN CIN Authorised Signatory Total CGST Total SGST Total Invoice Total Invoice Total ( In words ) : Desc of Goods / Services Qty Unit Rate Taxable Value CGST SGST Amount Amount Invoice No : Invoice Date : Place of Supply : Reverse Charge Applicability : Details of Receiver ( Billed to ) Details of Consignee ( Shipped to ) TAX INVOICE ,Invoice
TAX INVOICE Invoice No : Invoice Date : Place of Supply : Reverse Charge Applicability : Details of Receiver ( Billed to ) Details of Consignee ( Shipped to ) Desc of Goods / Services Qty Unit Rate Taxable Value CGST SGST Amount Rate Total CGST Total SGST Total Invoice Total Invoice Total ( In words ) : Company GSTIN PAN CIN Authorised Signatory ,Invoice
SAP Ref No : PO Number : Project ID : Project Name : Annexure Dated : Account Manager : Amount ( INR ) Sub Totak Offshore ) ,Transdetails
Date of Issue : Account Manager : Items Total Net value Integrated GST Final Amount in INR Amount in INR SAP Ref . No . : Project ID : Project Name : Direct Cust Name : ,Transdetails
ANNEXURE - 1 Days From TTO Rate | FTE Amount Total ,Transdetails
Invoice No : PO Number : Project ID : Project Name : Annexure Dated : Account Manager : Item Description Item From 1 Το Billing Qty Rate Amount ,Invoice
"Checklist - Overheads Bill Process Region : Vendor Sap Code / Name : / BILL NO : DATED : COST CENTRE : PROFIT CENTRE . . . Description Remarks Purchase order number Respective Bus / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract / agreement / PO Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as per contract / Agreement by the Store In charge / Admin . Also verified the measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( if applicable ) Verified by RAO Signature : Name : Emp . Code We certified that all above points have been verified and cleared the bills as per contract / agreement Verified By Functional Head Signature Verified By / Signature ( Admin ",Checklist
"Tax Invoice "" Invoice No . - Dated GSTIN / UIN PAN / IT NO State Name Place of Supply Delivery Note Supplier ' s Ref . Buyer ' s Order No . - Despatch Document No . Despatched through Terms of Delivery Other Reference ( s ) Dated Delivery Note Date Destination Description of Goods HSN / SAC Quantity Rate per Disc . % Amount Central Tax State Tax Taxable Value Company ' s Bank Details Bank Name Alc No . Branch & IFS Code Authorised Signatory Name Designation : ",Invoice
ATTENDENCE M / O JULY 2019 NAME SECTOR - 11 1 JAI SINGH 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 SUNDAY SUNDAY PPPool SUNDAY ,Junk
Payment Confirmation Receipt TRRN NO : Challan Status : Challan Generated On : Establishment ID : Establishment Name : Challan Type : Total Members : Wage Month : Total Amount ( Rs ) : Account - 1 Amount ( Rs ) : Account - 2 Amount ( Rs ) : Account - 10 Amount ( Rs ) : Account - 21 Amount ( Rs ) : Account - 22 Amount ( Rs ) : Payment Confirmation Bank : CRN : Payment Date : Payment Confirmation Date : Generated On ,ChallanDep
Transaction Details Transaction status : Employer ' s Code No : Employer ' s Namo : Chalan Perlod : Challan Number : Chalan Creatod Date Challan Submitted Date Amount Pald : Transaction Number : User Logn Employees ' Siale insurance Corporation ChallanDouble Verification ,ChallanDep
"PURCHASE ORDER PO NO PO Date Version # 1 Date PO Currency Purch . Org PO Validity Bill to Address Ship to Address Vendor Details Vendor Code GST STATUS GSTIN TINNAT TRN PAN : LSTICST : ECC : Your Contact Our Contact GSTIN : PAN : CST : TIN TRN : Dear Sir / Madam , Please supply the following material / service as per spec mentioned below Item Item Code Description Qty Unit Unit Price Total Price Central GST 9 . 00 % ( Recoverable ) State GST 9 . 00 % ( Recoverable ) Total PO Value ( in words ) : Payment Terms : Authorized Signatory Registered Office Address : ",Purchase
"PURCHASE ORDER PO NO PO Date Version  Date PO Currency Purch . Org PO Validity Bill to Address Ship to Address Vendor Details Vendor Code : GST _ STATUS GSTIN TINNAT TRN : PAN : LSTICST : ECC : GSTIN : PAN : CST : TIN TRN : Your Contact Our Contact Dear Sir / Madam , Please supply the following material / service as per spec mentioned below Item Item Code Description Qty Unit Unit Price Total Price Central GST 9 . 00 % ( Recoverable ) State GST 9 . 00 % ( Recoverable ) Central GST Stale GST Net Value : Total PO Value ( in words ) : Payment Terms : Authorized Signatory By : Online Approved By Registered Office Address : ",Purchase
"BY HAND E - MAIL : Bill No : - PAN : - VENDOR CODE : - Το , MEMORANDUM OF FEES Re : BILL TOWARDS DRAFTING , FILING AND CONTESTING THE CASE CASE TITLE RECOVERY AMOUNT NUMNER OF BILL ONAL FEE EXPENSES CLAIME D FEE Final bill Final bill 13000 / DDMS VS . COMPUTER PROFESSIONAL CS NO . 10618 / 16 12 , 500 ) . For Final bill - 250008 - 500 with 24 % interest 50 % of attestation professional and Xerox for fee evidence by way of affidavit and final arguments Suit decree for Rs . 214776 with interest @ 18 % till filing of suit and 9 % future interest 9 , 41 , 525 Final bill 25000 / 1500 14 , 000 / DDMS VS . UDHBHAV ENTERPRISES ( COMPLAINT U / S 138 NI ACT ) CC NO . 44179 / 16 112 , 50 50 % of professional fee Settled in mediation payment received Miscl . Expenses on Xerox , summoning and warrants as the accused appeared at the stage of NBW after 5 TOTAL NOTE : Enclosed PF Slips ADVOCATE ",Transdetails
"Checklist - Overheads Bill Process Region : Vendor Sap Code / Name : BILLS MONTHOF . BILL NO : Description Tick Remarks Purchase Respective / Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract lagreement / PO Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as per contract / Agreement by the Store in charge ! Admin . Also verified the weight measurements for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract and also attached the copy of the previous month ESI , PF and P . Tax challan ( If applicable ) We certified that all above points have been verified and cleared the bills as per contract / agreement without any deviation . Verified by RAO Signature : Name : Emp . Code : ",Checklist
Annexure Dated Ded Account Manager SAP Ref No : PO Number : Project ID : Project Name : Amount ( INR ) Project Total Project Total in ( INR ) Item Total Net Value IN Integrated GST Final Amount in ( INR ) ,Transdetails
TAX INVOICE GST Reg . No : Place of Supply : PAN : Date of Issue : SAP Ref . No . : PO Number : Amount ( INR ) Description Integrated GST TISN / SAC Code Total Total Amount Payable Payment terms : Payment Instructions Beneficiary Name Bank Account Number IFSC code Reverse Charge is not applicable Refer to details as per Annexure - I Authorised Sigtratory ,Invoice
INVOICE Invoice Number Invoice Date PO Number Contract No PAN : Description Amount ( INR ) Total Service Tax S . B . Cess K . K Cess E . Cess SHEÇ Total Payable Payment terms : Payment Instructions The invoice is auto generated and does not require any signature Citii A / c No : IFSC Code : ,Invoice
Invoice No : PO Number : Project ID : Project Name : Annexure Dated : Account Manager : Amount ( INR ) Sub Total ( Project Total ( C136418 ) Project Total in ( INR ) Item Total Net Value Final Amount in ( INR ) ,Invoice
"Checklist - Overheads Bill Process Region : Vendor Sap Code / Name BILLS MONTH OF DATED COST CENTRE PROFIT CENTRE Description Tick Remarks Purchase order number Respective BUs / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract / agreement / PO Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as per contractAgreement by the Store in charge / Admin . Also verified the measurements for finished goods ( as per SAP SDC ) / spares . | TDS applicability has been checked with its percentage . . . . . . . . . . . . . . . . Security & House Keeping Expense · Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( If applicable ) Verified by RAO Signature : Name : Emp . Code all above points have been verified and cleared the bills as per contract / agreement deviation . deviation . Eer Vermiel Verified By Functional Head Signature Verified By / Signature Admies ",Checklist
Tax Invoice Invoice No . Dated GSTIN / UIN PANIT NO State Name : Place of Supply Delivery Note Mode / Terms of Payment Other Reference ( s ) Supplier ' s Ref . Buyer ' s Order No . Dated Despatch Document No . Delivery Note Date Despatched through Destination MAY ' 19 . Terms of Delivery Description of Goods HSN / SAC Quantity Rate per Disc . % Amount Amount Chargeable ( in words ) HSN / SAC Taxable Value Central Tax State Tax Total Tax Amount Tax Amount  in words Company ' s PAN Authorised Signatory Name Designation : ,Invoice
TRRN No : Challan Status : Challan Generated On : Establishment ID : Establishment Name : Challan Type : Total Members : Wage Month : Total Amount ( Rs ) : Account - 1 Amount ( Rs ) : Account - 2 Amount ( Rs ) : Account - 10 Amount ( Rs ) : Account - 21 Amount ( Rs ) : Account - 22 Amount ( Rs ) : Payment Confirmation Bank : Payment Confirmation Receipt CRN : Payment Date : Payment Confirmation Date : Generated On ,ChallanDep
ATTENDENCE M / O MAY 2019 NAME SECTOR - 11 1 JAI SINGH 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 SUNDAY SUNDAY SUNDAY Pppppp Pppppp oppp ,Junk
"Checklist - Overheads Bill Process Region : Vendor Sap Code / Name : BILLS MONTHOF - BILL NO : DATED : COST CENTRE : PROFIT CENTRE . Description Tick Remarks Purchase order number . . .  tracto Respective Bus / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with Approvals and Chailan / Receipt , proof attached . Documents / Bill has been verified as per contract / agreement / PO Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as per contract / Agreement by the Store in chargel Admin . Also verified the weight for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( If applicable ) We certified that all above - points have been verified and cleared the bills as per contract / agreement without any deviation . ion . For verniel Verified by RAO Signature : Name : Emp . Code Verified By Functional Head Signature Verified By Signaturs Admin ) ",Checklist
TAX INVOICE SHIPPED FROM SHIP TO BILL TO SHIPPED FROM SHIP TO GST State : GSTIN CUSTOMER PO NUMBER INVOICE NUMBER INVOICE DATE / TIME E - WAY BILL NO TERMSI DUE DATE PAGE NUMBER CUSTOMER NUMBER DELIVERY TERM SALES ORDER NUMBER PLACE OF SUPPLY IM SKU NUMBER DESCRIPTION Qty / QTY UNIT PRICE - SUB TOTAL FREIGHTI DISCOUNT TAXABLE VALUE GST RATE AMOUNT EXTENDED AMOUNT * * * REF . TDS DECLARATION 1 . . . Number of Boxes Shipped Number of Boxos Recelved Date of Receipt Receiver ' s Signature & Seal TOTAL CESS DISCOUNT OTHERS SUB - TOTAL ( 1 ) TOTAL CGST TOTAL SGST TOTAL IGST SUB - TOTAL ( 2 ) GRAND TOTAL Authorised Signatory ,Invoice
TAX INVOICE BILL TO GST State : GSTIN : CUSTOMER PO NUMBER INVOICE NUMBER INVOICE DATE / TIME | TERMSI DUE DATE CUSTOMER NUMBER SALES ORDER NUMBER PLACE OF SUPPLY DELIVERY TERM IM SKU NUMBER DESCRIPTION Qty / QTY UNIT PRICE SUB TOTAL FREIGHTI DISCOUNT TAXABLE VALUE GST RATEJ AMOUNT EXTENDED AMOUNT TYPE : SERVICES ,Invoice
"1 message ERP PROD < applmgr @ lhosterp01 . broadcom . com > To : e . delivery2 @ broadcom . com , CustAssist . Licensing @ broadcom . com , Your Account Information Enterprise Site ID : 579903 Company Name : Ingram Micro India Private Limited Contact Name : Praveen Prakash Nadgir Contract # : 50098345 End User Name : UNIQUE IDENTIFICATION AUTHORITY OF INDIA UIDAI PO # : 50 - 76090 Our Customer Care Team can Help ? Call a Representative eae a neig icke Dear Praveen Thank you for your business with CA Technologies , a Broadcom Limited Company . Here is how you can register and download your Electronic Software Delivery ( ESD ) products related support content and CA Offering Download Today . If your product prompt you for a license key or Gold key you can find license key information related to your account here The products related to your contacts are listed below in either the ESD Products or the Non ESD Tables . For ESD products , follow the instructions above and to download through CA support online . The following products are downloadable from CA Support Online and products that are for support purposes only Line Item Products Product desc These products will complete delivery via a separate email . Some media will be available via CA Support Online , but will require a license key that will be provided in a separate email . NON ESD PRODUCTS : Thank you for choosing to partner with CA Technologies ",Email
INVOICE Phone Nos . Email GSTIN - V . Code Case Title Case Number Details Fees ( RS ) Our PAN Number : Our bank Account Name of the Bank : Account Name : :  Account Number IFSC Code MICR Code Kind regards . Authorised Signatory Total ,Invoice
EMPLOYEES ' PROVIDENT FUND ORGANISATION Establishment Code & Name : Duos for the wage Total Subscribers : Total Wages : EPF EDLI EPS PARTICULARS Grand Total : FOR BANKS USE ONLY Amount Received Rs . Date of presentation of Cheque / DD Dale of Realisation of Cheque / DD SBI Branch Name - - - SBI Branch Code - - - - - - - - - - - - FOR ESTABLISHMENT USE Cheque / DD No . Cheque / DD drawn bank & Date of Deposit - Mobile No . - - Signature of the A / C . 01 ( Rs . ) A / C . 02 ( Rs . ) A / C . 10 ( Rs . ) A / C . 21 ( Rs . ) A C . 22 ( Rs . ) TOTA ! ,Epfslip
"Checklist - Overheads Bill Process Region . . Vendor Sap Code / : , Description Remarks Purchase order number . . . . . . . Respective BUs / Enabling functions have submitted the original Bills . Approval on bill has been given by Cost Center Manager / Project Head Original bill has been received from the user along with necessary Approvals and Challan / Receipt , proof attached . Documents / Bill has been verified as per contract / agreement / PO Agreement / Contract has been attached in Vendor Master for verification including copy PAN , Service TAX Freight i . e . Finished goods / Spares / Documents , verified as per contract / Agreement by the Store in chargel Admin . Also verified the weight for finished goods ( as per SAP SDC ) / spares . TDS applicability has been checked with its percentage . . . . . . . . . . . . Security & House Keeping Expense - Bill verified as per contract / Agreement and also attached the copy of the previous month ESI , PF and P . Tax challan ( lf applicable ) Verified by RAO Signature : Name : Emp . Code Verified By Functional Head Verified By Signature ( Store / Admin ) We certified that all above points have been verified and cleared the bills as per contractagreement without any deviation . ",Checklist
Invoice No . Date of Invoice Place of Supply Reverse Charge GSTIN LUT PAN BANK A / C No . TAX INVOICE Shipped to : Billed to : GSTIN / UIN VEHICLE NO . E - Way Bill No . Party PAN State GSTIN / UIN Grand Total . Description of Goods HSN / SAC Code Qty . Unit Price CGST Rate CGST Amount SGST Rate SGST Amount IGST Rate IGST Amount Amount ( ) Authorised SignatoryHSN / SAC Tax Rate Taxable Amt . CGST Amt . SGST Amt . ,Invoice
CHALLAN GSTIN  Order No . Date PO NO & CH . NO : Order to : Shipped to : GSTIN / UIN : to receive the order for the following items : Description of Goods HSN / SAC Code Qty . Unit List Price Discount CGST Rate CGST Amount SGST Rate SGST Amount Authorised Signatory / ,ChallanDep
From : Sent : To : Cc : Subject : RC Juyal ( rcjuyal @ hcl . com ] 30 October 2019 16 : 42 ' Vinod Jain ' ' Shambhu Thakur - HCLI ' M - Fold paper Dear Vinod Please provide 2 Boxes of M - Fold paper urgently . Thanks & Regards ,Email
Tax Invoice Invoice No GSTIN No . Bill - To : Invoice Date : Payment Due Date : Description of Services SAC Rate Units Taxable Value ( INR ) Total Amount IGST @ 18 % Total Invoice Value Amount Chargeable ( in words ) INR : Bank A / C No . IFSC Code CIN Number Bank & Branch Address PAN No . RECEIVED ,Invoice
Tax Invoice Invoice No . Invoice Date : Payment Due Date : Tel No : - GSTIN No . Bill - To : Description of Services SAC Rate Units Taxable Value Total Amount IGST @ 18 % Total invoice Value Amount Chargeable ( in words ) INR : Bank & Branch Bank Alc No . IFSC Code PAN No . RECEIVED Signature ,Invoice
TAX INVOICE INVOICE NO . DATE GSTIN State Reverse Charge : Date of Supply : Place of Supply INVOICE REF DESCRIPTION DATE : SAC code AMOUNT Bank Particulars : IGST YOUR REF . NO . ,Invoice
"Date Invoice No . Billing Account No . Due Date : P . O . No : Net Payable in INR Billing Period wa RAGA Usage Charges Description of Reliance India Broadband ( This is system generated , doesn ' t require any signature ) ",Invoice
"Payment Details : Kindly pay by Cheque / DD in favour of Reliance Communications Ltd A / C RIS payable at DELHI immediately on receipt of this Invoice . Please pay your Net Payable amount on or before Due Date in order to avoid disconnection of services and late payment charges . Note : Late Payment Fee will be levied @ 2 . 5 % per month or Rs . 250 whichever is higher . Kindly Note Reliance shall not be held responsible / liable for Cheques / DD lost in transit / misplaced / stolen / damaged and / or not issued in accordance with the instructions contained herein . Customer shall be responsible / liable for all charges incurred by Reliance resulting from the aforesaid including but not limited to cheque / DD returns / dishonour . Service Tax Reg No : AACCR7832CST001 Add : Reliance Communications Ltd , Thane - Belapur Road , Kopar Khairane , Navi Mumbai - 400 709 . Permanent Account Number : AACCR7832C Add : Reliance Communications Ltd . Category of Service - Telecommunication Service ",Transdetails
